tau1	tau2	tau3	tau4	p1	p2	p3	p4	g1	g2	g3	g4
3.98782	3.97614	4.73703	5.00127	4.41265	-1.85454	-1.44551	-1.1126	0.756112	0.782622	0.363154	0.843019
2.3428	2.53588	9.30539	8.76412	3.93946	-1.06033	-1.32377	-1.55535	0.48057	0.210124	0.779695	0.422024
0.876034	3.67968	7.40061	4.48489	3.20595	-1.55934	-0.746362	-0.900244	0.198063	0.989685	0.509353	0.957852
6.99518	7.44915	9.94009	2.05492	2.40878	-0.571466	-1.2616	-0.575715	0.258727	0.480153	0.962901	0.340621
2.17819	9.84627	6.55335	7.85313	3.42529	-0.87895	-1.69194	-0.85441	0.829341	0.306915	0.848082	0.256258
9.27404	3.72249	4.19495	4.71239	2.56441	-0.950472	-0.635755	-0.978186	0.273646	0.813708	0.217036	0.405604
1.22525	9.82451	1.1714	3.01396	3.0745	-1.36806	-0.72273	-0.983714	0.868892	0.287982	0.52575	0.961434
5.04404	9.93423	8.69114	6.98088	2.76276	-0.565533	-1.40075	-0.796473	0.948693	0.106891	0.959087	0.819895
1.68323	6.96558	9.50465	8.53337	4.71721	-1.82693	-1.73821	-1.15207	0.836345	0.647428	0.368507	0.240065
1.50372	0.864725	8.46429	1.97566	3.58662	-1.656	-0.540343	-1.39028	0.748955	0.397756	0.372558	0.400336
1.96232	4.61999	5.67285	8.05703	4.58386	-0.860095	-1.81445	-1.90931	0.396929	0.846303	0.225498	0.390071
2.28031	3.5842	8.99083	5.49667	4.61598	-1.73992	-1.55604	-1.32002	0.528387	0.730473	0.0695211	0.773406
5.69356	3.01627	5.40636	8.14311	3.6274	-1.87255	-0.876326	-0.878519	0.621962	0.832025	0.404566	0.427599
2.46619	1.26584	5.11556	2.45814	3.57301	-0.847258	-0.772326	-1.95342	0.794387	0.582624	0.606745	0.948479
4.67304	9.99829	7.69974	6.20622	3.62503	-1.04309	-0.699222	-1.88272	0.359555	0.500214	0.0989151	0.9771
2.18827	1.22166	0.908972	3.76855	5.11909	-1.48963	-1.75891	-1.87056	0.171282	0.209545	0.493825	0.692984
1.20535	6.99504	5.93086	2.52386	5.23013	-1.75505	-1.56793	-1.90715	0.861961	0.202768	0.848373	0.739993
2.46168	5.73994	3.96816	4.56521	3.70941	-1.18659	-1.62021	-0.902603	0.185973	0.379463	0.741676	0.789974
9.35919	8.08419	8.46513	7.08094	4.27686	-1.31523	-1.69166	-1.26997	0.99119	0.659877	0.929526	0.236121
0.880468	1.98679	7.08575	1.40694	2.97639	-1.54196	-0.554452	-0.879981	0.756672	0.537812	0.389319	0.162853
1.42813	3.15415	7.37102	9.50848	4.20217	-1.6223	-0.822005	-1.75786	0.185791	0.650835	0.292108	0.984368
5.36048	7.21106	9.5922	7.17038	3.03839	-1.26838	-1.14926	-0.62075	0.641604	0.5939	0.705388	0.132836
9.86789	9.77127	7.79452	8.87536	3.21899	-0.635439	-0.671955	-1.9116	0.81365	0.307085	0.778094	0.395107
9.83246	2.54992	7.91005	7.25129	4.365	-1.70799	-1.51722	-1.13979	0.355514	0.287857	0.672407	0.640013
1.26516	9.01014	3.21661	5.69085	3.24159	-1.85051	-0.560075	-0.831008	0.546051	0.336302	0.760709	0.573257
2.21312	8.89855	6.51099	7.72336	4.38422	-1.57131	-1.43631	-1.37659	0.265682	0.583064	0.430144	0.203133
2.42122	0.520429	1.9955	3.43823	3.69597	-1.8613	-0.619112	-1.21556	0.89271	0.784516	0.802296	0.384898
2.51197	5.6889	8.67334	6.76539	3.11954	-1.31231	-0.753366	-1.05387	0.640458	0.459206	0.408308	0.214295
2.49937	1.63635	7.87851	4.67358	5.10671	-1.44878	-1.6908	-1.96713	0.554333	0.439801	0.923397	0.403865
3.74221	5.98615	3.61077	3.18603	3.42164	-1.18648	-0.954548	-1.28062	0.871817	0.422665	0.0861394	0.590112
6.13035	7.79629	6.85367	4.37544	3.20341	-1.16118	-1.15262	-0.889613	0.398991	0.0759499	0.363739	0.58176
2.64153	7.71732	4.34541	7.39127	2.63274	-1.52314	-0.510476	-0.59913	0.918465	0.261997	0.55568	0.218078
7.27939	5.34193	1.04631	9.84394	3.81332	-1.02561	-1.94753	-0.84018	0.13057	0.0722734	0.58403	0.321663
6.28259	9.00371	2.61321	3.9017	4.50926	-1.01822	-1.52603	-1.96501	0.404457	0.990598	0.544358	0.293695
6.33912	8.76476	6.23549	5.42012	4.48349	-1.96867	-1.43228	-1.08255	0.829702	0.959068	0.0839386	0.595892
7.34862	9.45156	7.62616	5.90681	4.15307	-1.81159	-1.04023	-1.30126	0.783074	0.627636	0.908439	0.318742
2.44995	8.26218	7.51461	1.14705	4.25959	-1.918	-1.76789	-0.573692	0.897445	0.528975	0.49454	0.293351
9.7244	9.08634	6.56116	9.88658	3.81931	-0.777662	-1.55845	-1.4832	0.870524	0.371178	0.471893	0.217872
6.57435	7.50856	3.88105	5.24661	4.18046	-1.54908	-1.92599	-0.705382	0.452879	0.848366	0.82509	0.806942
6.27745	9.27647	2.13609	6.43942	2.26653	-0.974537	-0.670839	-0.62115	0.181033	0.399883	0.6904	0.331854
3.25295	1.60705	0.747633	3.35653	3.37457	-0.596314	-1.75751	-1.02075	0.999295	0.722768	0.824835	0.52087
1.12062	4.11026	7.04581	2.75697	3.96709	-1.78231	-1.1939	-0.990884	0.823504	0.273525	0.489883	0.485688
2.25849	7.49313	8.29619	6.18127	4.13506	-1.61176	-0.868673	-1.65463	0.323275	0.0551019	0.931656	0.675604
6.49866	5.12874	8.35864	5.02286	4.41704	-1.83391	-0.914264	-1.66887	0.0943813	0.729857	0.801766	0.465603
8.13441	2.76766	5.04541	9.45219	3.28353	-1.9162	-0.611141	-0.756193	0.584308	0.708906	0.145035	0.113651
3.49991	6.6867	8.82269	2.72312	2.71619	-0.515336	-0.647784	-1.55307	0.601855	0.92046	0.734199	0.0991283
1.6025	2.62289	3.55287	4.16823	3.93623	-1.06155	-1.3902	-1.48448	0.649871	0.828195	0.679571	0.330565
5.99135	5.53672	8.07467	7.16119	4.9539	-1.35303	-1.62765	-1.97322	0.987014	0.174115	0.556341	0.426282
8.35829	1.97932	3.63628	1.18604	2.90832	-1.09176	-1.05837	-0.758182	0.702077	0.858207	0.693192	0.92562
7.65155	7.68773	8.68042	3.62017	2.82504	-1.2937	-0.855652	-0.675685	0.960367	0.183966	0.656784	0.424109
9.50595	1.06787	7.14137	3.43213	3.148	-0.56282	-1.21629	-1.36889	0.719773	0.69312	0.169751	0.590892
6.14077	9.68295	7.04778	9.4213	3.07132	-1.34896	-0.618359	-1.104	0.0502119	0.10601	0.800213	0.409977
8.0205	8.60569	7.80003	8.13552	4.08347	-1.90515	-1.3359	-0.842421	0.553558	0.537993	0.918479	0.620393
6.51494	9.75624	5.47248	4.34477	2.58065	-0.563228	-1.37028	-0.647141	0.331968	0.79509	0.856685	0.301115
6.49346	1.5634	4.93028	1.58762	3.91548	-1.43388	-1.80344	-0.678154	0.592857	0.576963	0.712442	0.76426
8.20654	5.03921	5.3047	2.87503	3.89901	-1.29064	-0.724606	-1.88376	0.425638	0.521749	0.89474	0.383415
3.25379	7.74574	0.7427	5.73811	4.69061	-1.15301	-1.77518	-1.76242	0.782778	0.3854	0.430655	0.197478
2.59871	0.704953	3.57007	9.14683	3.756	-1.33586	-1.7885	-0.631637	0.869413	0.572154	0.780674	0.78643
4.47422	9.89624	8.40729	7.3615	3.53742	-1.30008	-0.879048	-1.35828	0.347842	0.648667	0.887258	0.525066
7.99959	2.90767	4.22329	1.8688	3.98323	-1.67125	-1.12929	-1.1827	0.999125	0.17857	0.171574	0.339078
9.24285	1.63475	3.38716	4.30458	4.24751	-1.46932	-1.92891	-0.849283	0.650742	0.551946	0.759364	0.609486
7.20959	1.62309	4.78426	1.92636	4.27734	-1.74701	-1.85817	-0.672151	0.156786	0.668761	0.659624	0.213788
9.19614	9.38684	8.24664	5.05218	4.55847	-1.31384	-1.81507	-1.42956	0.183058	0.823492	0.605478	0.271571
4.85917	8.7117	7.79049	3.98891	3.37653	-1.14246	-0.741381	-1.49269	0.227847	0.5148	0.978528	0.555245
2.05259	5.72942	3.52664	6.42334	4.3509	-1.1255	-1.93695	-1.28845	0.52918	0.375609	0.333306	0.921936
2.57175	6.04992	7.26018	4.44097	2.29834	-0.710079	-1.00521	-0.583051	0.612178	0.152447	0.391108	0.197753
7.95114	5.39691	2.58603	0.953997	4.06993	-1.91106	-0.872841	-1.28603	0.364265	0.400648	0.26226	0.11229
7.19413	7.50091	1.0436	0.78026	4.21397	-1.89719	-1.73274	-0.584044	0.175561	0.0779726	0.392258	0.121337
6.19815	7.26345	3.62579	1.19767	3.098	-1.27063	-0.976203	-0.851163	0.691174	0.379619	0.153563	0.199203
9.01929	8.62743	5.08374	2.0429	3.16114	-0.520002	-1.79962	-0.841522	0.147039	0.724112	0.0689428	0.397243
4.38224	4.97231	9.14135	3.42643	4.84415	-1.45216	-1.71071	-1.68128	0.892446	0.944585	0.306089	0.870355
3.47471	8.13481	2.95398	9.12023	3.56535	-1.17034	-0.740728	-1.65428	0.19824	0.567797	0.880053	0.392966
8.70962	9.51173	7.79264	2.79207	3.57426	-1.52356	-0.540758	-1.50994	0.356851	0.104349	0.956182	0.765998
3.68622	3.52846	2.44456	6.46931	3.68565	-1.00162	-1.45299	-1.23104	0.610167	0.257229	0.0730763	0.405561
4.53634	8.99952	3.88224	5.38887	3.69143	-1.49381	-1.31576	-0.881861	0.46981	0.95382	0.0596229	0.425855
1.92041	6.34598	2.38295	0.824512	3.88249	-0.794608	-1.73894	-1.34894	0.23702	0.501001	0.245645	0.328661
1.30326	6.56595	5.34952	4.32115	3.71229	-1.07068	-1.2763	-1.36531	0.676823	0.745974	0.815653	0.435673
7.9596	2.86342	7.96199	1.57383	3.47485	-1.7903	-1.00409	-0.680452	0.395433	0.859055	0.129787	0.414305
2.50039	0.686858	4.77061	7.78587	2.82724	-1.11642	-0.590887	-1.11993	0.966792	0.64199	0.754662	0.379483
1.60995	3.53147	1.34925	7.7093	3.64733	-1.15892	-1.58082	-0.907584	0.233926	0.16747	0.887396	0.973553
1.34149	6.17206	4.40692	7.94421	3.99684	-1.89682	-1.0796	-1.02042	0.161076	0.869085	0.144689	0.852452
6.41775	2.17927	8.24342	6.90505	4.09935	-1.28496	-1.38371	-1.43069	0.657294	0.224796	0.833142	0.979523
2.46456	8.77609	2.88709	7.41227	2.7668	-0.985504	-0.505327	-1.27597	0.0562341	0.336018	0.430448	0.742167
2.2086	4.11875	9.15513	5.54918	4.16144	-1.76094	-0.603439	-1.79707	0.231274	0.570728	0.896286	0.156001
1.91321	2.07529	9.78376	4.61367	4.05315	-1.57423	-1.87833	-0.60059	0.193011	0.386571	0.613717	0.834385
4.85107	6.43344	8.37085	0.577057	3.97016	-1.53328	-0.979518	-1.45736	0.976274	0.76492	0.390748	0.293938
4.79231	2.9207	3.15448	7.46889	2.59144	-0.610964	-1.04754	-0.932937	0.394624	0.360882	0.489097	0.432443
5.35941	4.41182	6.68934	9.94332	3.40765	-0.859304	-1.22847	-1.31988	0.602311	0.919977	0.462336	0.533973
3.36014	5.32208	7.70288	0.666115	3.7059	-1.82241	-1.04156	-0.841934	0.377036	0.749451	0.904646	0.302146
4.21514	2.68739	3.66656	5.80777	3.35957	-1.08985	-0.789069	-1.48066	0.792239	0.913486	0.461388	0.721854
6.27249	2.87329	8.39079	3.0656	4.87221	-1.44298	-1.88676	-1.54248	0.455172	0.546528	0.848137	0.419498
5.41559	7.32884	1.8806	2.712	4.9866	-1.69934	-1.72427	-1.56299	0.676422	0.513419	0.692913	0.751074
1.88414	0.756465	3.76716	3.60722	3.89097	-0.674535	-1.81317	-1.40327	0.640857	0.655956	0.711444	0.890665
5.23864	3.81042	9.51022	4.58436	4.60388	-1.06391	-1.96092	-1.57905	0.392553	0.591849	0.470074	0.536811
1.33563	4.37256	5.83235	5.22229	3.5092	-1.6259	-1.25204	-0.631265	0.696812	0.223841	0.685328	0.195399
2.22333	6.54888	3.68201	5.96096	2.63221	-0.528465	-1.33491	-0.768833	0.388276	0.744264	0.40451	0.063346
2.07445	3.83537	8.12428	4.54867	5.2184	-1.35367	-1.94082	-1.9239	0.993821	0.779099	0.354162	0.0967235
7.31126	3.95421	8.9974	2.16176	2.8961	-0.929423	-1.0608	-0.90588	0.951994	0.219433	0.847772	0.224459
5.44114	8.54871	9.64065	5.83155	3.37709	-0.548255	-1.17814	-1.65069	0.731079	0.418417	0.542051	0.633543
2.93178	5.90033	7.04121	9.89518	3.07626	-0.749644	-0.582389	-1.74422	0.963937	0.81469	0.135487	0.0873574
1.40477	2.57378	5.28584	9.26453	2.11942	-0.588689	-0.939176	-0.59155	0.657539	0.530695	0.221354	0.703145
8.1584	8.29328	4.68159	1.36778	3.40161	-1.22205	-0.950436	-1.22913	0.117521	0.823001	0.537996	0.121866
5.38913	2.41732	5.75311	7.50684	4.54941	-1.6523	-1.82221	-1.0749	0.69263	0.231838	0.372094	0.980696
6.18168	7.76171	3.27795	2.21196	2.82951	-0.827387	-1.4162	-0.585928	0.490935	0.633241	0.725872	0.450277
6.55637	5.59167	4.37179	3.93964	4.69513	-1.70232	-1.40656	-1.58625	0.540497	0.261829	0.0843665	0.552802
5.32057	8.7164	1.5361	3.67827	4.49308	-0.975993	-1.68579	-1.8313	0.559361	0.314927	0.51546	0.762985
3.04726	0.733107	1.57485	4.1884	3.6026	-0.718642	-1.15997	-1.72399	0.846366	0.060256	0.668834	0.0705621
6.00507	9.1733	0.635292	8.56668	4.00975	-1.43792	-1.1232	-1.44863	0.490461	0.62565	0.852327	0.71217
7.66458	2.35775	5.75531	9.94078	3.90043	-0.651359	-1.2591	-1.98998	0.900541	0.52182	0.890948	0.247607
7.62996	5.92914	4.53458	4.82576	2.12989	-0.925989	-0.572475	-0.631423	0.368018	0.721926	0.277488	0.573081
8.2787	2.47481	7.8444	7.86648	3.59397	-0.728184	-0.982134	-1.88365	0.677989	0.823651	0.200459	0.054322
5.47251	8.263	7.8098	2.46428	3.43785	-1.46754	-0.852309	-1.118	0.0701992	0.804963	0.255607	0.355486
0.923391	4.31497	6.12085	1.26913	4.53856	-1.68244	-1.4127	-1.44341	0.153559	0.590086	0.314437	0.933402
2.35988	5.50376	8.61512	4.26491	4.55801	-1.91535	-1.24947	-1.39319	0.772995	0.0704776	0.380978	0.418456
5.07935	4.18709	9.10476	6.85625	4.82394	-1.11339	-1.80777	-1.90277	0.321494	0.637636	0.435183	0.143305
5.56612	7.50915	5.03661	4.81916	2.33842	-0.574874	-0.958587	-0.804964	0.128448	0.936272	0.198446	0.0936018
2.9995	4.2789	5.55002	9.41811	4.3916	-1.85883	-0.899965	-1.63281	0.159529	0.855998	0.919092	0.52514
8.84857	9.9693	8.68821	1.16448	3.96535	-1.49565	-1.64016	-0.829541	0.0763001	0.245692	0.960574	0.74115
2.91596	4.50494	6.47608	2.14178	3.75282	-1.63757	-0.732339	-1.38291	0.122151	0.52765	0.726916	0.0740293
5.96879	6.6314	0.929714	7.58116	2.95343	-0.908146	-0.601612	-1.44367	0.795995	0.227435	0.26154	0.830747
2.01772	4.08854	8.19083	5.91541	2.98774	-0.706903	-0.696274	-1.58456	0.20342	0.17882	0.735509	0.383837
6.67382	5.33554	4.0669	1.95892	2.91387	-1.04923	-1.35493	-0.50971	0.660826	0.679265	0.788008	0.0872224
3.78182	6.95846	9.53404	4.36042	3.10856	-1.52666	-0.611523	-0.970373	0.5475	0.275348	0.977966	0.516396
2.3493	7.46676	0.560386	3.66398	5.08268	-1.72737	-1.72724	-1.62807	0.196556	0.895618	0.476498	0.946787
6.48735	9.65075	3.18033	1.41781	4.0833	-1.71323	-1.08787	-1.28221	0.469463	0.468638	0.487089	0.658818
6.15675	1.71347	2.19697	6.58052	4.53398	-1.74012	-1.60214	-1.19172	0.715769	0.200452	0.148236	0.147494
5.50505	3.84292	8.64729	4.17002	4.17952	-0.718131	-1.56296	-1.89843	0.978882	0.931844	0.928169	0.283299
0.57079	9.64948	9.61619	9.14329	2.41048	-0.677552	-1.06977	-0.663154	0.0890513	0.885933	0.237417	0.7461
3.1984	2.72454	5.56174	6.74916	3.84035	-1.02533	-0.975754	-1.83927	0.705793	0.0614842	0.655529	0.716621
3.84675	9.95491	5.68069	9.82249	4.62563	-1.78068	-1.27079	-1.57416	0.647504	0.352701	0.854169	0.969031
5.46893	7.02455	3.32956	1.89709	2.79559	-0.926502	-0.689473	-1.17962	0.0974294	0.560858	0.0517615	0.195165
6.52553	9.50804	2.10543	4.60878	5.65549	-1.81323	-1.84844	-1.99381	0.541402	0.356416	0.240626	0.640548
6.04532	4.22228	5.84914	8.79789	5.16641	-1.82155	-1.81695	-1.52791	0.387447	0.327033	0.53409	0.593899
5.21222	2.04162	0.766811	2.77172	4.61216	-0.880847	-1.94228	-1.78903	0.330926	0.914407	0.723724	0.170634
9.61613	1.85079	1.43799	4.95659	3.6448	-1.20075	-1.40415	-1.0399	0.873333	0.750578	0.250872	0.645749
2.30587	5.87675	1.93553	6.99034	4.48373	-1.50174	-1.18588	-1.79611	0.903095	0.170062	0.389003	0.183933
6.23206	7.42885	2.50912	3.4623	4.54053	-1.79203	-0.826311	-1.92219	0.676691	0.240395	0.614767	0.134573
7.15973	0.690353	7.60543	6.68808	3.99357	-0.988489	-1.88824	-1.11685	0.725685	0.374974	0.509747	0.826091
2.4006	1.04877	2.02823	6.55679	3.55595	-1.12034	-0.55578	-1.87983	0.66672	0.148319	0.416113	0.267459
4.23491	8.62463	9.32542	2.77673	3.74875	-1.33314	-1.64249	-0.773121	0.826529	0.659754	0.774936	0.537111
0.620145	7.46985	2.20177	9.96616	3.21181	-1.12584	-0.523336	-1.56264	0.363939	0.162562	0.0628084	0.951273
9.35221	1.46502	0.613478	8.8503	2.59438	-1.35462	-0.59234	-0.647426	0.789481	0.643	0.232359	0.116754
7.96851	7.44557	7.82472	5.82106	4.40034	-1.7562	-0.908575	-1.73557	0.861771	0.19018	0.889382	0.992311
8.81123	2.63996	8.98466	7.5963	4.41012	-1.61671	-1.95351	-0.839899	0.774587	0.741908	0.709851	0.263126
7.47234	5.60006	6.53333	2.85436	3.56517	-1.67956	-1.3439	-0.541707	0.0961855	0.291331	0.706374	0.873708
1.04369	8.64638	2.85435	3.45983	3.79352	-0.753578	-1.18092	-1.85902	0.299894	0.291742	0.0631055	0.678134
6.4068	6.87814	4.91868	3.189	3.98636	-1.09624	-0.980003	-1.91012	0.360754	0.0944917	0.5549	0.601972
9.58211	5.18796	4.72108	5.08651	3.15839	-0.578574	-1.54221	-1.03761	0.119344	0.929897	0.424455	0.344731
2.7769	6.09763	1.60323	1.13591	5.02464	-1.94576	-1.39241	-1.68647	0.314306	0.571685	0.897029	0.481863
3.98468	9.91551	3.37925	0.517389	3.01542	-1.40775	-0.946054	-0.661623	0.667764	0.190252	0.286978	0.303388
8.27706	6.73549	8.7182	8.26246	5.1793	-1.34483	-1.97497	-1.85951	0.467703	0.705793	0.604073	0.499687
7.84251	5.81659	9.02692	8.39773	4.25722	-1.18764	-1.52331	-1.54626	0.151824	0.45609	0.268978	0.76241
6.57811	8.62206	6.71165	6.10967	3.5265	-0.934454	-1.83676	-0.755286	0.556147	0.725279	0.551844	0.553714
0.707229	7.08946	3.0032	8.2538	3.97507	-1.38254	-1.51172	-1.08081	0.779183	0.405136	0.363471	0.499314
7.6702	2.79683	1.83488	3.53998	3.40507	-1.29577	-0.650836	-1.45847	0.277862	0.186487	0.486158	0.735659
7.01367	6.66185	5.83186	7.998	4.491	-0.836838	-1.94302	-1.71114	0.259773	0.523056	0.647996	0.143678
7.67183	3.5406	4.15473	4.7998	4.83513	-1.32657	-1.55925	-1.94931	0.601448	0.17215	0.300069	0.135857
8.5588	4.87877	8.45418	1.2806	3.51342	-1.22388	-0.653323	-1.63622	0.268705	0.753922	0.346804	0.997172
8.41849	3.84532	5.11837	1.8059	2.61132	-1.13726	-0.755268	-0.718791	0.68688	0.611025	0.397316	0.921494
5.93603	1.90773	9.33608	1.98864	4.43378	-1.69213	-1.32415	-1.4175	0.452766	0.243988	0.882208	0.159555
5.62638	5.80325	5.23045	8.11949	4.12047	-1.1038	-1.24409	-1.77258	0.379382	0.791035	0.665408	0.129073
3.44715	6.32363	1.73846	2.91002	4.28865	-1.23972	-1.15786	-1.89107	0.908764	0.380288	0.304712	0.313603
8.75437	2.82226	2.97875	4.24667	3.78132	-1.3974	-1.54329	-0.840629	0.345464	0.68204	0.329777	0.131876
8.73058	4.7114	7.90293	9.20538	2.67605	-0.510844	-0.568795	-1.59641	0.689319	0.528094	0.782173	0.997119
4.29305	1.26043	8.46932	1.65718	3.41542	-1.89454	-0.613153	-0.90773	0.344953	0.0773823	0.733616	0.908617
7.15201	3.46914	5.66423	5.25504	3.53777	-1.1897	-1.74887	-0.599199	0.337339	0.730357	0.140686	0.0636284
3.21716	5.37729	4.18859	8.68652	3.54689	-0.518982	-1.99138	-1.03653	0.958346	0.866016	0.751189	0.423263
8.01382	2.94768	3.43346	1.86139	3.51019	-1.47576	-1.29559	-0.738828	0.161018	0.256581	0.136364	0.509919
7.16686	3.65972	5.43771	3.22592	4.61009	-1.83759	-0.833068	-1.93943	0.485295	0.0752253	0.631848	0.694331
1.17854	1.70685	8.62925	9.24997	5.22473	-1.53794	-1.94824	-1.73854	0.217607	0.709993	0.644037	0.616179
6.944	5.51489	8.08757	9.87354	4.01999	-0.869345	-1.80921	-1.34143	0.327709	0.790868	0.13262	0.329756
9.43099	8.03137	2.36131	6.15121	3.64368	-0.992137	-0.75911	-1.89244	0.978437	0.372903	0.853425	0.615602
0.67935	2.12666	2.64285	5.81209	5.28283	-1.79983	-1.88375	-1.59925	0.257965	0.62814	0.249672	0.0821927
9.6085	9.71552	4.18391	4.46239	2.96017	-0.535633	-0.545064	-1.87947	0.180917	0.148476	0.490886	0.186427
0.946617	6.20961	4.63002	0.726988	2.75155	-0.937624	-1.01881	-0.795115	0.709346	0.447562	0.370426	0.681589
3.80712	5.99249	5.37934	2.90547	3.9715	-1.02163	-1.57556	-1.37431	0.116751	0.235801	0.364409	0.709368
9.79346	8.06794	7.34824	0.932405	4.51094	-1.32402	-1.84432	-1.34261	0.415753	0.281651	0.299374	0.905564
1.4423	1.22536	3.95129	7.99545	4.01103	-1.64817	-0.620337	-1.74253	0.965079	0.750468	0.338482	0.0673761
4.43835	6.91671	1.59651	8.07247	4.4125	-1.89763	-1.57026	-0.944613	0.574071	0.267632	0.456474	0.156354
7.88723	5.83571	5.87138	7.2428	2.41533	-0.64076	-1.27016	-0.504413	0.424555	0.188771	0.724159	0.470315
4.5806	6.17385	0.748284	7.11713	3.57072	-1.78208	-1.18987	-0.59877	0.789766	0.263329	0.437065	0.467381
2.32609	5.45508	3.21229	3.0942	4.60236	-1.30341	-1.5648	-1.73415	0.707532	0.377174	0.44838	0.351692
1.56685	3.40716	1.15356	0.566478	3.82949	-1.11095	-1.91901	-0.799529	0.476142	0.890219	0.833444	0.863238
8.48532	7.46845	1.53257	9.66153	4.35161	-1.52458	-0.855277	-1.97175	0.698438	0.635087	0.355775	0.219101
2.04597	2.7661	5.35966	5.07607	4.86492	-1.91731	-0.959986	-1.98761	0.874374	0.796852	0.133127	0.308609
3.5939	1.39192	3.11241	1.86625	3.3915	-0.676196	-1.5533	-1.162	0.271066	0.595835	0.783956	0.365433
3.87977	6.38412	1.3622	9.72094	3.58236	-1.37846	-1.00884	-1.19506	0.835324	0.596305	0.0619875	0.287146
3.51792	2.17003	1.92473	6.14094	5.0844	-1.80288	-1.79893	-1.48259	0.394708	0.928816	0.828128	0.126238
2.92329	2.70124	3.41164	0.841634	3.9825	-1.52784	-0.950187	-1.50447	0.0991288	0.570667	0.540001	0.249426
4.8626	4.97617	9.13776	5.09381	4.51765	-1.12171	-1.80588	-1.59007	0.0978753	0.428372	0.655702	0.201075
1.17054	6.93155	5.30396	4.84953	4.35578	-1.10214	-1.737	-1.51664	0.178767	0.377238	0.938574	0.990253
4.15725	0.566917	7.48134	3.09855	3.53935	-1.34191	-0.671844	-1.5256	0.663576	0.758243	0.425387	0.127695
3.04652	9.51687	9.61073	2.73692	3.08111	-0.846551	-1.01035	-1.22421	0.0926583	0.682231	0.052511	0.576097
9.11891	2.93525	0.628533	7.34315	3.3802	-0.713043	-0.931449	-1.73571	0.536618	0.735528	0.80853	0.707791
6.03269	0.853208	4.20233	1.52184	4.20201	-1.30442	-1.61272	-1.28487	0.494233	0.461655	0.75758	0.702043
9.44626	2.37783	1.96991	5.34004	2.56613	-0.568647	-0.98156	-1.01592	0.711752	0.501832	0.669675	0.625229
3.25429	6.09641	3.19302	8.70932	4.81929	-1.91635	-1.74388	-1.15906	0.458576	0.386907	0.0683509	0.713219
1.16202	4.83531	8.04815	2.05136	3.06011	-0.739105	-1.72997	-0.591039	0.695367	0.326068	0.910753	0.967167
1.79771	8.42714	6.29386	0.915031	2.57274	-1.48748	-0.554876	-0.530389	0.598827	0.524399	0.80545	0.658141
4.05506	0.593715	9.2406	9.5475	4.16282	-1.77505	-1.03119	-1.35658	0.505578	0.469617	0.621539	0.104891
5.92648	3.9491	8.38532	1.78122	4.39785	-1.62656	-0.925507	-1.84578	0.991831	0.153432	0.901559	0.0551309
2.05393	8.50813	4.01666	7.32663	3.04112	-1.09535	-0.989356	-0.956415	0.23061	0.872357	0.847996	0.9689
2.35745	6.44006	2.79246	4.72206	4.24181	-1.87313	-0.558641	-1.81003	0.0635507	0.158154	0.827489	0.24214
4.20665	2.80551	6.34542	0.93989	4.14565	-1.02798	-1.76377	-1.35389	0.904869	0.528188	0.966117	0.888156
2.97597	9.73774	1.59733	5.63139	3.64133	-1.41657	-0.652428	-1.57233	0.199727	0.247983	0.479498	0.900509
7.55452	6.86712	5.0296	1.60197	3.07749	-0.608611	-1.07314	-1.39574	0.190025	0.111196	0.813701	0.281957
5.71199	8.16951	6.37939	5.91051	3.39831	-0.764554	-1.71675	-0.917	0.370682	0.591679	0.209654	0.649705
9.38792	0.603841	2.85731	9.30223	2.65115	-0.705884	-0.801987	-1.14328	0.421716	0.503088	0.848428	0.116022
4.11832	8.22286	1.31472	7.10039	3.52642	-0.808945	-0.861405	-1.85607	0.442431	0.438439	0.428997	0.273639
2.68323	3.44482	1.71085	0.612181	3.55734	-0.817507	-1.83007	-0.909762	0.13546	0.268278	0.75264	0.884328
5.4054	5.07819	4.27355	5.08268	3.61358	-1.12472	-1.82265	-0.666211	0.977546	0.714629	0.465931	0.728888
8.01794	0.923937	9.40615	9.66818	2.55373	-0.871429	-0.532566	-1.14973	0.8291	0.5423	0.958325	0.888992
